id,date,value,factor,pct_change,method,return
1,1871-01-01,93.21,0.9835854522046992,-1.6414547795300827,No Compounding,28185.81697242786
1,1871-01-01,93.21,0.9835854522046992,-1.6414547795300827,Compounding,62235.40182650944
1,1871-01-01,93.21,0.9835854522046992,-1.6414547795300827,Buy the Dip,42095.094413593455
2,1871-02-01,91.68,1.0094895287958114,0.9489528795811442,No Compounding,30095.986038394414
2,1871-02-01,91.68,1.0094895287958114,0.9489528795811442,Compounding,66453.13088837374
2,1871-02-01,91.68,1.0094895287958114,0.9489528795811442,Buy the Dip,44210.10372487327
3,1871-03-01,92.55,1.0666666666666667,6.666666666666665,No Compounding,29138.843868179363
3,1871-03-01,92.55,1.0666666666666667,6.666666666666665,Compounding,64339.7230128205
3,1871-03-01,92.55,1.0666666666666667,6.666666666666665,Buy the Dip,44074.48676418635
4,1871-04-01,98.72,1.049534035656402,4.953403565640202,No Compounding,28102.71474878444
4,1871-04-01,98.72,1.049534035656402,4.953403565640202,Compounding,62051.908820570185
4,1871-04-01,98.72,1.049534035656402,4.953403565640202,Buy the Dip,45341.088931282335
5,1871-05-01,103.61,1.0073351993050865,0.7335199305086526,No Compounding,27353.5373033491
5,1871-05-01,103.61,1.0073351993050865,0.7335199305086526,Compounding,60397.6953059633
5,1871-05-01,103.61,1.0073351993050865,0.7335199305086526,Buy the Dip,46318.41550666737
6,1871-06-01,104.37,0.9813164702500718,-1.8683529749928152,No Compounding,27698.572386701155
6,1871-06-01,104.37,0.9813164702500718,-1.8683529749928152,Compounding,61159.54645534329
6,1871-06-01,104.37,0.9813164702500718,-1.8683529749928152,Buy the Dip,47246.712320745435
7,1871-07-01,102.42,1.0289006053505174,2.8900605350517417,No Compounding,27791.44698301113
7,1871-07-01,102.42,1.0289006053505174,2.8900605350517417,Compounding,61364.61724773794
7,1871-07-01,102.42,1.0289006053505174,2.8900605350517417,Buy the Dip,46519.43752802582
8,1871-08-01,105.38,0.9864300626304803,-1.3569937369519725,No Compounding,24931.675839817803
8,1871-08-01,105.38,0.9864300626304803,-1.3569937369519725,Compounding,55050.12913470587
8,1871-08-01,105.38,0.9864300626304803,-1.3569937369519725,Buy the Dip,42938.63062724221
9,1871-09-01,103.95,0.9337181337181337,-6.6281866281866275,No Compounding,23637.325637325637
9,1871-09-01,103.95,0.9337181337181337,-6.6281866281866275,Compounding,52192.152548995255
9,1871-09-01,103.95,0.9337181337181337,-6.6281866281866275,Buy the Dip,40157.00883576174
10,1871-10-01,97.06,1.0109210797444879,1.092107974448786,No Compounding,25461.570162785905
10,1871-10-01,97.06,1.0109210797444879,1.092107974448786,Compounding,56220.156817343784
10,1871-10-01,97.06,1.0109210797444879,1.092107974448786,Buy the Dip,40389.083039281264
11,1871-11-01,98.12,0.9989808397880146,-0.10191602119854482,No Compounding,26483.89726865063
11,1871-11-01,98.12,0.9989808397880146,-0.10191602119854482,Compounding,58477.49561628168
11,1871-11-01,98.12,0.9989808397880146,-0.10191602119854482,Buy the Dip,42469.579244072476
12,1871-12-01,98.02,1.0253009589879616,2.5300958987961586,No Compounding,26893.491124260356
12,1871-12-01,98.02,1.0253009589879616,2.5300958987961586,Compounding,59381.89509544089
12,1871-12-01,98.02,1.0253009589879616,2.5300958987961586,Buy the Dip,43082.45126040924
13,1872-01-01,100.5,1.0040796019900498,0.40796019900497527,No Compounding,26000
13,1872-01-01,100.5,1.0040796019900498,0.40796019900497527,Compounding,57409.03125398619
13,1872-01-01,100.5,1.0040796019900498,0.40796019900497527,Buy the Dip,42704.92209834579
14,1872-02-01,100.91,1.0175403825190765,1.7540382519076525,No Compounding,25388.960459815677
14,1872-02-01,100.91,1.0175403825190765,1.7540382519076525,Compounding,56059.83171322222
14,1872-02-01,100.91,1.0175403825190765,1.7540382519076525,Buy the Dip,41871.416156127794
